,Open,High,Low,Close,Adj Close,Volume,rsi,sma_20,sma_50,ema_12,ema_26,macd,macd_signal,macd_histogram,bb_middle,bb_upper,bb_lower,volatility,volume_sma
2025-09-18 11:01:09.137170,72734.9741387193,74072.44491036789,73969.10881921303,74020.77686479046,74020.77686479046,1022703.4690502496,99.31544524852248,58669.46997514169,,64665.95931874887,59983.99714295946,4681.962175789413,3146.292295055294,1535.669880734119,58669.46997514169,73843.76645586852,43495.173494414856,0.021077675460774638,911604.6537916375
2025-09-18 15:01:09.137170,74607.76784904896,78567.2435610669,77533.65165066805,78050.44760586748,78050.44760586748,752436.9002346302,99.3541235301262,60065.43066872484,,66731.07720148638,61419.330873275496,5311.74632821088,3579.5588554833344,1732.1874727275458,60065.43066872484,76970.6042191645,43160.257118285175,0.02053023765328269,915353.6575152654
2025-09-18 19:01:09.137170,77288.64097327406,80886.2492954525,77507.65446482485,79196.95188013867,79196.95188013867,969642.9809928833,99.35739479222126,61504.895329832,,68653.60353862315,62824.16908688002,5829.434451743131,4029.6800474134693,1799.7544043296616,61504.895329832,79793.6874921881,43216.10316747591,0.020229202713942653,913193.0063739552
2025-09-18 23:01:09.137170,79308.22037727728,83199.97169823293,82226.7379015362,82713.35479988456,82713.35479988456,875460.0960358812,99.40784379687112,63126.17745726104,,70821.12540130994,64388.129470040774,6432.995931269164,4510.468043884794,1922.5278873843708,63126.17745726104,82915.49970432435,43336.85521019773,0.019836618748591252,900170.0336864025
2025-09-19 03:01:09.137170,82509.465993759,83063.48633017695,82718.45721857726,82890.9717743771,82890.9717743771,882127.0486111577,100.0,64692.77837418569,,72681.28038889433,65836.47262134231,6844.807767552018,4977.43297343971,1867.3747941123083,64692.77837418569,85557.97836399521,43827.578384376175,0.02050553989447404,893820.6677179221
2025-09-19 07:01:09.137170,83038.93857722782,84923.90929047171,83493.035396671,84208.47234357135,84208.47234357135,861418.0809478692,100.0,66320.2240983166,,74457.32466913249,67268.55519487205,7188.769474260436,5419.773770075175,1768.9957041852613,66320.2240983166,87967.97634764954,44672.47184898365,0.01993783372365188,880552.3815421354
2025-09-19 11:01:09.137170,84337.858459596,89002.9714952964,87415.90747979573,88209.43948754607,88209.43948754607,1162572.423767792,100.0,68165.84299686072,,76575.68908776074,68894.57921223198,7681.109875528753,5872.101115783007,1809.008759745746,68165.84299686072,90696.69084181092,45634.995151910516,0.019050020309150803,895298.867378209
2025-09-19 15:01:09.137170,87843.81356128903,94042.97210151418,92866.13843340347,93454.55526745883,93454.55526745883,887963.7919606061,100.0,70141.2190568067,,79175.19394698797,70794.82763135493,8380.366315633044,6373.807506327413,2006.5588093056313,70141.2190568067,94292.4442684393,45989.9938451741,0.019638591903293066,890844.4213909084
2025-09-19 19:01:09.137170,93739.76467598166,98788.7829367524,97323.25025384186,98056.01659529713,98056.01659529713,995819.6812071704,100.0,72295.55832841383,,82082.54426376928,72897.14087481394,9185.40338895534,6936.17452374794,2249.2288652073994,72295.55832841383,98359.49238270367,46231.62427412399,0.02006453005471694,902638.3695218244
2025-09-19 23:01:09.137170,98682.43024642044,102550.90708327532,102310.54849803349,102430.7277906544,102430.7277906544,881685.722232834,100.0,74597.36123737968,,85215.4123195094,75167.78522933509,10047.627090174312,7558.507390813417,2489.1196993608946,74597.36123737968,102792.67765033207,46402.044824427285,0.02032066968512176,903255.9479592033
2025-09-20 03:01:09.137170,102327.17408794077,107319.0803502148,106151.19009105401,106735.1352206344,106735.1352206344,956463.759354556,100.0,77122.27029644513,,88528.2669265327,77587.99302810867,10940.273898424028,8234.897518516918,2705.3763799071094,77122.27029644513,107364.6735016183,46879.86709127196,0.018877875960676697,913687.9754702816
2025-09-20 07:01:09.137170,107175.6398487472,110022.00182014283,107630.48665896038,108826.24423955161,108826.24423955161,1162701.9272001276,100.0,79706.94773009278,,91652.73089304828,79976.7729731523,11675.957919895984,8923.139575962181,2752.8183439338027,79706.94773009278,111549.69204914379,47864.20341104177,0.01872349307380544,911498.4192247766
2025-09-20 11:01:09.137170,108837.67308554909,114202.87788400672,111259.51413805549,112731.1960110311,112731.1960110311,1136390.5942589927,100.0,82400.74117821397,,94897.06376939581,82475.50808055702,12421.555688838795,9622.847179789045,2798.7085090497494,82400.74117821397,115889.12774038882,48912.354616039105,0.018722999756713515,905648.83744586
2025-09-20 15:01:09.137170,112913.91431414388,117851.15639454001,117122.11245442073,117486.63442448038,117486.63442448038,973971.3891264631,100.0,85314.56046589778,,98373.73528344941,85140.50289643118,13233.23238701823,10344.944350366144,2888.288036652086,85314.56046589778,120409.63815158341,50219.48278021215,0.01767885528709748,896601.0663678898
2025-09-20 19:01:09.137170,117836.24940384371,126262.62923736362,126017.92727708345,126140.27825722354,126140.27825722354,836355.8633533055,100.0,88549.50522385296,,102646.91820774265,88254.9774124981,14391.940795244547,11154.361689951675,3237.5791052928726,88549.50522385296,126212.60891456867,50886.40153313725,0.019682776815669694,920831.5329362458
2025-09-20 23:01:09.137170,125505.78169505367,136571.25861976465,130973.192566344,133772.22559305432,133772.22559305432,757162.2774424535,100.0,92106.84199437527,,107436.7615978492,91706.09403587392,15730.667561975279,12069.63919345271,3661.0283685225695,92106.84199437527,132779.7776148451,51433.90637390543,0.01990858736046197,921167.478628017
2025-09-21 03:01:09.137170,134301.73799550638,137958.57379224282,134799.73021515875,136379.1520037008,136379.1520037008,1124823.963410431,100.0,95711.33225813662,69762.43359126571,111890.48704680079,95087.3009257903,16803.186121010483,13016.362091044975,3786.824029965508,95711.33225813662,138714.98920520413,52707.67531106912,0.020199478115095305,931809.1216655083
2025-09-21 07:01:09.137170,136370.80098122256,145792.42493053537,143971.70503245422,144882.0649814948,144882.0649814948,820549.1257028338,100.0,99671.90398732663,71760.0748908956,116967.12714828218,98850.08642022288,18117.04072805929,14036.509466471742,4080.53126158755,99671.90398732663,145522.55064807748,53821.25732657578,0.02045237632471671,937195.1994624443
2025-09-21 11:01:09.137170,144391.52204604342,152137.3238441825,151906.8445056511,152022.0841749168,152022.0841749168,1195023.9466835503,100.0,103754.10514079116,73901.99974522286,122361.10794907487,102862.090415554,19499.017533520862,15129.021059303326,4369.996474217536,103754.10514079116,153033.03916034393,54475.171121238396,0.01923473072338855,956761.4833071014
2025-09-21 15:01:09.137170,151394.61515323204,159030.0323178156,158562.98833780593,158796.51032781077,158796.51032781077,935722.8316694013,100.0,108050.16198217422,76165.76608274093,127967.35520033432,107076.71532329862,20890.639877035705,16281.35324352667,4609.286633509035,108050.16198217422,160849.70657618452,55250.61738816393,0.019243878916055484,959549.7936621594
2025-09-21 19:01:09.137170,158348.92286895387,170845.31666803782,169440.17085571706,170142.74376187744,170142.74376187744,835555.9208867138,100.0,112856.26032702858,78625.61450028881,134456.6607813493,111822.65003788169,22634.010743467603,17551.89217109375,5082.118572373853,112856.26032702858,169938.8959094788,55773.62474457835,0.01959271865816858,950192.4162539827
2025-09-21 23:01:09.137170,170351.14018456932,184364.8626583265,183468.49979442847,183916.6812263775,183916.6812263775,898611.364925774,100.0,118149.57200805408,81361.1432760149,142066.67290928142,117241.58206200755,24825.090847273867,19006.53870942832,5818.552137845545,118149.57200805408,180986.5129569088,55312.63105919935,0.02125753772342781,957501.1394885399
2025-09-22 03:01:09.137170,184130.07049816553,199580.07375822793,197708.69148999074,198644.38262410933,198644.38262410933,710383.1317005352,100.0,124121.9435452526,84390.37392266713,150771.68918034114,123353.53934150124,27418.149838839905,20688.867229648906,6729.282609190999,124121.9435452526,193713.24508550478,54530.64200500042,0.021539751083617074,944538.1470239224
2025-09-22 07:01:09.137170,197930.80808020657,210663.26837758167,204815.55445599297,207739.41141678733,207739.41141678733,957310.5696576305,100.0,130373.24637609776,87565.37424821407,159536.59588003095,129683.08891077148,29853.50696925947,22521.800663825543,7331.706305433927,130373.24637609776,206461.34338769608,54285.14936449942,0.02153228839220428,948630.67070501
2025-09-22 11:01:09.137170,209271.85957748332,220368.04808839667,219002.0133264852,219685.03070744095,219685.03070744095,1171531.9246404038,100.0,137212.94932275097,90956.5853486896,168790.77456085815,136427.5906542135,32363.18390664464,24490.082025486878,7873.101881157763,137212.94932275097,219657.24068766236,54768.657957839576,0.01880318349273108,963100.9145064721
2025-09-22 15:01:09.137170,219664.14282635576,235753.53350524642,235000.61623840456,235377.0748718255,235377.0748718255,799494.1270724382,100.0,144771.37944916365,94662.08939530732,179035.35780044273,143836.2017499849,35199.15605045782,26631.900933390974,8567.255117066848,144771.37944916365,234178.97861295455,55363.78028537276,0.01754435410644228,960004.7168127006
2025-09-22 19:01:09.137170,235037.35674149796,255533.270067123,255438.67313639476,255485.97160175888,255485.97160175888,1064543.7120676178,100.0,153135.2060548743,98748.82171260989,190797.51242420898,152189.04654994459,38608.465874264395,29027.217592377754,9581.248281886641,153135.2060548743,251146.5482530776,55123.86385667097,0.018928464602713295,955103.281227692
2025-09-22 23:01:09.137170,256149.40034570335,272399.9659705691,267930.18774171727,270165.0768561432,270165.0768561432,1306547.7826005155,100.0,161970.7321343085,103127.18751794154,203008.3652579436,161008.66104211003,41999.70421583357,31621.71809791728,10377.986117916287,161970.7321343085,268793.2020324759,55148.26223614106,0.018907612357269857,976032.4807596874
2025-09-23 03:01:09.137170,270707.7192475176,287888.15852961596,287262.6236850285,287575.39110732224,287575.39110732224,1138028.7983422226,100.0,171446.70085990976,107850.70949413812,216019.09012690478,170464.03256857628,45555.057558328495,34408.38872315812,11146.668835170378,171446.70085990976,287611.7378904535,55281.663829366036,0.018983102708241325,983142.9366164401
2025-09-23 07:01:09.137170,287897.60852282646,302341.9307266915,299925.5104571589,301133.7205919252,301133.7205919252,1002518.480156359,100.0,181381.85049997328,112826.64033376977,229114.00055288264,180219.75132423063,48894.249228652014,37305.563097489176,11588.686131162838,181381.85049997328,306348.6880086145,56415.01299133203,0.01891545994928628,989184.5745126164
2025-09-23 11:01:09.137170,299969.82403059345,315434.2830483736,314818.67654645286,315126.4797974132,315126.4797974132,1004902.0348517885,100.0,191801.41772881226,118107.27653689016,242346.99056264473,190285.91307028342,52061.077492361306,40256.667828902064,11804.409663459242,191801.41772881226,325039.2509085238,58563.58454910075,0.018773627974332713,991606.488287478
2025-09-23 15:01:09.137170,317412.94868143805,344488.6785401505,341074.58520131145,342781.63187073095,342781.63187073095,1191854.1652170413,100.0,203499.18711037122,123960.2844996207,257798.77113414317,201658.33012737258,56140.44100677059,43433.42405974153,12707.016947029064,203499.18711037122,346766.99697501154,60231.377245730924,0.018030575835360337,993064.1001883235
2025-09-23 19:01:09.137170,341466.468621637,385091.2145272559,368857.32679680205,376974.270662029,376974.270662029,1174464.1273441357,100.0,216711.3408429211,130491.61673970136,276133.7618639291,214726.0223970991,61407.73946683001,47028.28858534037,14379.45088148964,216711.3408429211,372889.6914291356,60532.9902567066,0.019296585151079446,994967.7768425805
2025-09-23 23:01:09.137170,381101.76748024556,404971.6957975423,403489.44692286354,404230.5713602029,404230.5713602029,838340.3429289698,100.0,231048.53768970724,137570.47392187937,295841.2348038938,228844.75511280532,66996.47969108846,51021.92808999625,15974.551601092215,231048.53768970724,400919.870944084,61177.20443533044,0.018806190967824467,988186.2245327061
2025-09-24 03:01:09.137170,403019.1072025182,446321.22830321547,438887.9336215479,442604.5809623817,442604.5809623817,575220.8551380386,100.0,246871.7528249651,145391.3864724093,318420.47432267235,244763.7539636882,73656.72035898414,55548.88770772081,18107.83265126333,246871.7528249651,433706.8986488458,60036.60700108443,0.01995430857188056,975129.4741219428
2025-09-24 07:01:09.137170,440924.60299457255,481954.521403714,476913.22607009334,479433.8737369037,479433.8737369037,1030078.7572952416,100.0,264154.8352321576,153946.8727899283,343192.01085906103,262233.03076711524,80958.98009194579,60630.90722987659,20328.072862069203,264154.8352321576,469929.1387373622,58380.53172695299,0.020330217189928976,988775.2981145822
2025-09-24 11:01:09.137170,483931.37300309114,511953.6426412064,508466.2965210975,510209.9695811519,510209.9695811519,1190084.76763721,100.0,282846.3761110302,163125.13095121807,368887.2958721547,280686.1052240864,88201.19064806832,66144.96482085563,22056.225827212693,282846.3761110302,506856.98855981044,58835.7636622499,0.017144940864039077,992038.3383259211
2025-09-24 15:01:09.137170,507918.06897045235,556997.3191216622,550607.506392975,553802.4127573186,553802.4127573186,1098383.834301301,100.0,303292.3934998213,173122.23852499365,397335.97628592816,301002.99673189636,96332.9795540318,72182.56856228322,24150.410991748577,303292.3934998213,547975.1371471954,58609.64985244727,0.017495264217829494,1005930.0737558443
2025-09-24 19:01:09.137170,558873.744174297,622887.1158638012,606654.3017740736,614770.7088189374,614770.7088189374,1235888.0241442574,100.0,326429.82473202236,184318.26807810934,430787.67347905843,324336.5599243451,106451.11355471332,79036.2782825491,27414.835272164215,326429.82473202236,597027.6167192084,55832.03274483635,0.019018095664396044,1007973.2776288798
2025-09-24 23:01:09.137170,609504.7841751805,666900.9526316461,660672.302156327,663786.6273939864,663786.6273939864,1270774.4748330826,100.0,351679.3305853312,196466.1072337623,466633.8476248972,349572.6499652191,117061.19765967812,86641.26279869357,30419.934860984547,351679.3305853312,649307.8405284457,54050.82064221671,0.01788946001356829,1024725.8597870639
2025-09-25 03:01:09.137170,667894.856969277,739545.7792066885,737853.5682803137,738699.6737435011,738699.6737435011,681114.4682411265,100.0,380107.1770844123,210115.3616278458,508490.30763221835,378494.1178616759,129996.18977054243,95312.24877748663,34683.9409930558,380107.1770844123,711431.261297503,48783.092871321656,0.0198352141754652,1017003.7871547844
2025-09-25 07:01:09.137170,738719.0413398562,765634.0992021181,756510.7432035594,761072.4212028388,761072.4212028388,1009396.1187529484,100.0,408964.9640832354,224194.15614057062,547349.2350019201,406921.7546675646,140427.48033435555,104335.29557538213,36092.184758973424,408964.9640832354,767741.4524448267,50188.47572164406,0.02229861971754048,1022543.0248461431
2025-09-25 11:01:09.137170,763442.5907331276,841128.6544897467,833591.3181489334,837359.9863193401,837359.9863193401,786475.9141234811,100.0,440900.744267997,239764.24932598526,591966.4103292703,438898.24572140264,153068.16460786766,114081.86980230662,38986.29480556103,440900.744267997,833010.3873194718,48791.10121652216,0.023039928963509176,1026347.6639672905
2025-09-25 15:01:09.137170,837863.6400619628,911218.7539430432,908627.6659821753,909923.2099626092,909923.2099626092,1102887.76681175,100.0,476009.934195288,256778.5085518214,640882.9678231917,473882.36120219756,167000.6066209941,124665.61753127583,42334.98908971828,476009.934195288,904293.4432646341,47726.42512594187,0.022123228936610274,1033626.5238249965
2025-09-25 19:01:09.137170,904806.5202512883,989759.138127706,975772.1252242054,982765.6316759557,982765.6316759557,693177.1658528756,100.0,514163.96424371377,275204.9935233781,693480.416072299,511670.80951202376,181809.60656027525,136094.41565259037,45715.19090768488,514163.96424371377,980563.7047579766,47764.223729450954,0.021654104390644652,1009708.7858856202
2025-09-25 23:01:09.137170,984398.5656254451,1083891.994956368,1056544.1385904993,1070218.0667734337,1070218.0667734337,850302.6926886893,100.0,555906.0138387942,295356.84505519463,751440.1621950116,553139.5756606446,198300.58653436706,148535.6501037177,49764.936430649366,555906.0138387942,1064751.4502901335,47060.57738745498,0.021729727675710596,1012249.2141664326
2025-09-26 03:01:09.137170,1070837.052190872,1139547.720857817,1104735.477687265,1122141.599272541,1122141.599272541,1235859.4368127652,100.0,599238.7952223334,316513.89010607597,808471.2420631126,595377.3691203471,213093.87294276548,161447.29489965626,51646.57804310921,599238.7952223334,1146519.8081970601,51957.782247606665,0.022689738710099536,1020815.0004036899
2025-09-26 07:01:09.137170,1133703.8541331643,1218336.7471495806,1216692.6522771977,1217514.6997133892,1217514.6997133892,1351068.1684886408,100.0,646606.2763651956,339550.7714923899,871401.0883874634,641552.2060220131,229848.88236545026,175127.61258618327,54721.26977926699,646606.2763651956,1236308.328802392,56904.22392799938,0.02227132029354949,1023041.0196980962
2025-09-26 11:01:09.137170,1223429.2092863964,1339726.131355286,1333071.822688435,1336398.9770218604,1336398.9770218604,1129075.1899170296,100.0,699047.4556609225,364871.1898107145,942939.3055240284,693116.0064412155,249823.29908281285,190066.75005443825,59756.549028374604,699047.4556609225,1338737.293855172,59357.617466672906,0.02241301056471495,1022593.3392768365
2025-09-26 15:01:09.137170,1329951.3633937421,1518847.8918464389,1477834.352964981,1498341.12240571,1498341.12240571,1137210.291999688,100.0,758907.8257516117,393380.50478882575,1028385.8201714298,752862.8059772289,275523.01419420086,207158.00303700264,68365.01115719823,758907.8257516117,1462669.8100626294,55145.84144059406,0.022800656472753728,1029327.929869003
2025-09-26 19:01:09.137170,1485165.1639251777,1638927.647588799,1604597.3844129962,1621762.5160008976,1621762.5160008976,763348.297466845,100.0,824239.627561786,424335.33957154787,1119674.616085428,817326.1436725095,302348.4724129186,226196.09704996462,76152.37536295396,824239.627561786,1594037.3955474403,54441.85957613157,0.021056221345928647,1017250.242999756
2025-09-26 23:01:09.137170,1619577.9464726143,1783389.5955490805,1712108.278135975,1747748.9368425277,1747748.9368425277,1143508.4511591925,100.0,894487.9928103758,457729.30935628107,1216301.5004733491,886345.8805921228,329955.61988122633,246948.00173636226,83007.61814486407,894487.9928103758,1732677.3764338735,56298.609186877846,0.021121230274444295,1014832.9572968634
2025-09-27 03:01:09.137170,1748396.432211049,1924685.0139986556,1867709.7045019446,1896197.3592503,1896197.3592503,1325723.1091142583,100.0,970449.1472397894,494069.3175036843,1320900.9236419266,961249.7078813653,359651.2157605613,269488.64464560314,90162.57111495815,970449.1472397894,1883208.5397527013,57689.75472687755,0.02083661536247014,1022395.9063853696
2025-09-27 07:01:09.137170,1880047.6128338072,2142280.624681046,2083954.2949279356,2113117.4598044907,2113117.4598044907,988890.4602206763,100.0,1055893.4916620036,534677.3996037765,1442780.450176184,1046678.8634126746,396101.58676350943,294811.23316301336,101290.35360049608,1055893.4916620036,2060769.895996186,51017.087327821064,0.021668781161815344,1029923.4122499548
2025-09-27 11:01:09.137170,2112772.020589283,2341378.458266545,2323462.4162196456,2332420.4372430956,2332420.4372430956,586511.5799920247,100.0,1150384.2844760395,579667.9889131509,1579648.196967372,1142028.1307812545,437620.0661861175,323372.99985229917,114247.06633381831,1150384.2844760395,2262164.871426165,38603.69752591383,0.021940428187481466,1030487.9484926543
2025-09-27 15:01:09.137170,2317207.5806294065,2539301.9377892558,2534779.9140379964,2537040.9259136263,2537040.9259136263,1133934.5097660078,100.0,1253264.6370848757,628724.637984552,1726939.4374602262,1245472.0573887394,481467.3800714868,354991.8759711184,126475.50410036842,1253264.6370848757,2478629.991643917,27899.282525834627,0.02192410216406421,1035680.7361161925
