2025-10-16 18:35:57 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 12:21:08 | INFO | sicar.breakouts |    Precio: $1938.6616
2025-10-17 12:21:08 | INFO | sicar.breakouts |    Volumen: 2,682,936
2025-10-17 12:30:39 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 12:30:39 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 12:30:39 | INFO | sicar.breakouts |    Confianza: 53.04%
2025-10-17 12:30:39 | INFO | sicar.breakouts |    Precio: $1975.2522
2025-10-17 12:30:39 | INFO | sicar.breakouts |    Volumen: 1,796,502
2025-10-17 12:51:10 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 12:51:10 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 12:51:10 | INFO | sicar.breakouts |    Confianza: 51.61%
2025-10-17 12:51:10 | INFO | sicar.breakouts |    Precio: $1939.1336
2025-10-17 12:51:10 | INFO | sicar.breakouts |    Volumen: 2,986,413
2025-10-17 13:11:11 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 13:11:11 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 13:11:11 | INFO | sicar.breakouts |    Confianza: 55.79%
2025-10-17 13:11:11 | INFO | sicar.breakouts |    Precio: $1968.7932
2025-10-17 13:11:11 | INFO | sicar.breakouts |    Volumen: 2,090,563
2025-10-17 13:23:42 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 13:23:42 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 13:23:42 | INFO | sicar.breakouts |    Confianza: 55.35%
2025-10-17 13:23:42 | INFO | sicar.breakouts |    Precio: $1964.7314
2025-10-17 13:23:42 | INFO | sicar.breakouts |    Volumen: 2,538,583
2025-10-17 13:28:43 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 13:28:43 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 13:28:43 | INFO | sicar.breakouts |    Confianza: 51.04%
2025-10-17 13:28:43 | INFO | sicar.breakouts |    Precio: $1939.3843
2025-10-17 13:28:43 | INFO | sicar.breakouts |    Volumen: 2,799,779
2025-10-17 13:41:13 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 13:41:13 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 13:41:13 | INFO | sicar.breakouts |    Confianza: 62.02%
2025-10-17 13:41:13 | INFO | sicar.breakouts |    Precio: $1984.1341
2025-10-17 13:41:13 | INFO | sicar.breakouts |    Volumen: 2,913,541
2025-10-17 14:10:45 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 14:10:45 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 14:10:45 | INFO | sicar.breakouts |    Confianza: 56.80%
2025-10-17 14:10:45 | INFO | sicar.breakouts |    Precio: $1959.2868
2025-10-17 14:10:45 | INFO | sicar.breakouts |    Volumen: 2,333,681
2025-10-17 14:33:00 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 14:33:00 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 14:33:00 | INFO | sicar.breakouts |    Confianza: 54.84%
2025-10-17 14:33:00 | INFO | sicar.breakouts |    Precio: $1979.0125
2025-10-17 14:33:00 | INFO | sicar.breakouts |    Volumen: 2,285,854
2025-10-17 14:40:31 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 14:40:31 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 14:40:31 | INFO | sicar.breakouts |    Confianza: 53.67%
2025-10-17 14:40:31 | INFO | sicar.breakouts |    Precio: $1990.5445
2025-10-17 14:40:31 | INFO | sicar.breakouts |    Volumen: 2,892,953
2025-10-17 14:44:31 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 14:44:31 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 14:44:31 | INFO | sicar.breakouts |    Confianza: 51.60%
2025-10-17 14:44:31 | INFO | sicar.breakouts |    Precio: $2032.2598
2025-10-17 14:44:31 | INFO | sicar.breakouts |    Volumen: 2,976,447
2025-10-17 14:58:31 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 14:58:31 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 14:58:31 | INFO | sicar.breakouts |    Confianza: 51.54%
2025-10-17 14:58:31 | INFO | sicar.breakouts |    Precio: $2063.8500
2025-10-17 14:58:31 | INFO | sicar.breakouts |    Volumen: 2,922,260
2025-10-17 15:46:11 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 15:46:11 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 15:46:11 | INFO | sicar.breakouts |    Confianza: 66.03%
2025-10-17 15:46:11 | INFO | sicar.breakouts |    Precio: $1951.1268
2025-10-17 15:46:11 | INFO | sicar.breakouts |    Volumen: 2,617,373
2025-10-17 15:50:42 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 15:50:42 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 15:50:42 | INFO | sicar.breakouts |    Confianza: 50.88%
2025-10-17 15:50:42 | INFO | sicar.breakouts |    Precio: $1939.3922
2025-10-17 15:50:42 | INFO | sicar.breakouts |    Volumen: 1,799,289
2025-10-17 16:09:12 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 16:09:12 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 16:09:12 | INFO | sicar.breakouts |    Confianza: 61.27%
2025-10-17 16:09:12 | INFO | sicar.breakouts |    Precio: $1945.5399
2025-10-17 16:09:12 | INFO | sicar.breakouts |    Volumen: 2,827,659
2025-10-17 17:12:38 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 17:12:38 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 17:12:38 | INFO | sicar.breakouts |    Confianza: 60.87%
2025-10-17 17:12:38 | INFO | sicar.breakouts |    Precio: $1993.8836
2025-10-17 17:12:38 | INFO | sicar.breakouts |    Volumen: 2,178,845
2025-10-17 17:21:39 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 17:21:39 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 17:21:39 | INFO | sicar.breakouts |    Confianza: 58.01%
2025-10-17 17:21:39 | INFO | sicar.breakouts |    Precio: $1935.7741
2025-10-17 17:21:39 | INFO | sicar.breakouts |    Volumen: 2,907,200
2025-10-17 17:38:10 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 17:38:10 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 17:38:10 | INFO | sicar.breakouts |    Confianza: 52.33%
2025-10-17 17:38:10 | INFO | sicar.breakouts |    Precio: $2012.6459
2025-10-17 17:38:10 | INFO | sicar.breakouts |    Volumen: 2,601,187
2025-10-17 18:00:11 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Precio: $1987.3794
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Volumen: 2,200,011
2025-10-17 18:00:11 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Precio: $2012.2111
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Volumen: 2,317,507
2025-10-17 18:00:11 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Precio: $1924.7679
2025-10-17 18:00:11 | INFO | sicar.breakouts |    Volumen: 1,411,243
2025-10-17 18:00:31 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Precio: $1981.4193
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Volumen: 1,631,915
2025-10-17 18:00:31 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Precio: $2004.1370
2025-10-17 18:00:31 | INFO | sicar.breakouts |    Volumen: 1,331,570
2025-10-17 18:00:32 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:00:32 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:32 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:32 | INFO | sicar.breakouts |    Precio: $1921.6418
2025-10-17 18:00:32 | INFO | sicar.breakouts |    Volumen: 1,165,444
2025-10-17 18:00:52 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Precio: $1994.2638
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Volumen: 817,143
2025-10-17 18:00:52 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Precio: $2002.0519
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Volumen: 2,926,442
2025-10-17 18:00:52 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Precio: $1920.5553
2025-10-17 18:00:52 | INFO | sicar.breakouts |    Volumen: 570,408
2025-10-17 18:01:12 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:01:12 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:12 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Precio: $1996.9155
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Volumen: 980,822
2025-10-17 18:01:13 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Confianza: 6568.25%
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Precio: $1997.5662
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Volumen: 2,239,752
2025-10-17 18:01:13 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Precio: $1922.1774
2025-10-17 18:01:13 | INFO | sicar.breakouts |    Volumen: 2,915,293
2025-10-17 18:01:33 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Precio: $1994.3804
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Volumen: 2,303,570
2025-10-17 18:01:33 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Precio: $1996.8840
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Volumen: 2,308,874
2025-10-17 18:01:33 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Precio: $1911.6394
2025-10-17 18:01:33 | INFO | sicar.breakouts |    Volumen: 1,207,617
2025-10-17 18:01:53 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ETHUSDT
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Precio: $1982.1626
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Volumen: 2,504,273
2025-10-17 18:01:53 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: BTCUSDT
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Precio: $2000.5307
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Volumen: 1,407,413
2025-10-17 18:01:53 | INFO | sicar.breakouts | 📈 BREAKOUT DETECTADO: ADAUSDT
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Tipo: N/A
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Confianza: 6000.00%
2025-10-17 18:01:53 | INFO | sicar.breakouts |    Precio: $1905.5921
