nohup: ignoring input
/home/johan/itbot_linux/config.py:225: UserWarning: Configuración PostgreSQL incompleta; haciendo fallback a SQLite por defecto.
  warnings.warn("Configuración PostgreSQL incompleta; haciendo fallback a SQLite por defecto.")
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-0.09% base=-0.09% pos=1 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.39% base=-2.39% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.42% base=-2.42% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.41% base=-2.41% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
[WATCHDOG] loop=dedup keep=49774 killed=1 daily=-2.40% base=-2.40% pos=0 non_core=[]
