timestamp,open,high,low,close,volume,close_time,rsi,macd,macd_signal,stoch_k,stoch_d,cci,adx,plus_di,minus_di,atr,bb_upper,bb_lower,ma_20,ma_50,rsi_14,atr_14,volatility_20,returns,cum_return,volume_zscore,bullish_cross,bearish_cross
1753626716726,10953.120114394138,11646.40737522809,9856.153621994661,11292.539767621336,959.592147609234,1753630316726,54.76608225879725,0.0,0.0,77.61998043610194,64.22406542268557,103.15151534252142,0.0,5.765363221733788,7.387599667929978,1977.0076570312578,11720.806493528526,10407.870385183953,11064.33843935624,0.0,49.33812302653432,2051.6838484879067,336.76100620811474,0.05421513826287483,0.05526164393123123,1.7636309382922766,0,0
1753630316726,10719.245200575831,11458.363479426305,9099.237664919681,10686.907296450117,792.6624767516171,1753633916726,46.239291596433986,0.0,0.0,56.28191484716375,63.68692734575444,-129.29408061776195,0.0,5.280643536075858,9.463985704567426,2004.3018111366412,11703.79064363478,10442.58004124926,11073.18534244202,0.0,45.14993997769142,2062.279513064982,323.4936938669548,-0.053631201096827286,-0.001333305504213178,1.1678494541383528,0,0
1753633916726,10930.16520286255,11528.707319884052,9090.720882747832,10566.659829823306,603.8030788437534,1753637516726,44.74953963723668,0.0,0.0,52.045272243069995,61.98238917544523,-141.48609851027672,0.0,5.075694376476241,8.654224429495745,2035.2792844223254,11705.733044078903,10438.827008344831,11072.280026211867,0.0,50.15554167926572,2137.8869649059607,324.9545416972942,-0.011251848948549803,-0.012570152300627302,0.46447886884944434,0,0
1753637516726,10527.587973272166,11034.376858351725,9262.695477001935,11498.560806585629,493.3415880523805,1753641116726,56.457785233926415,27.665894409226894,0.0,86.71307172155791,65.01341960393056,-44.117046815958794,0.0,4.757150790171403,8.111097227189216,2016.450862774287,11734.638914409788,10429.01463171621,11081.826773063,0.0,52.243779168420524,2113.7268021802875,334.8855625000795,0.08819257852250795,0.07451383207806761,0.06020685768777356,0,0
1753641116726,10258.90427479314,11638.963021973284,9874.766062553994,10524.81721144515,40.069086348266666,1753644716726,45.58708993037799,-12.442312411816602,0.0,52.29222776536732,63.68352390999841,-5.8617690628604,0.0,6.618125331212552,7.599636432857679,1998.4327268203585,11734.02098107845,10354.966951706105,11044.493966392278,0.0,42.823565248416244,2104.8298177056236,353.71989512295795,-0.0846839540634321,-0.016480247918153834,-1.3606143042499628,0,0
1753644716726,10052.826686364722,11081.447212891158,9128.9025850735,11335.244060158866,984.3219788140412,1753648316726,53.595518397685915,20.92510678432336,0.0,81.81756994336423,73.60762314342982,-76.7523072045373,25.757435499314663,6.155494797195975,9.73868015993772,1995.1550054630227,11722.272852172162,10358.725604587791,11040.499228379977,0.0,50.27894214546446,2086.7436443557403,349.7424895167148,0.07700151294147162,0.0592522609999695,1.585465608537628,0,0
1753648316726,10726.08485148385,11435.014594340224,9719.996802627446,10865.366841550653,383.48112257504255,1753651916726,49.08478182625402,9.3461259603082,0.0,64.69907777707901,66.26962516193686,-4.876605940813234,24.836480834130317,7.052358931626286,9.13466964944151,1975.1452044808623,11685.993771186859,10346.089826137082,11016.04179866197,0.0,48.92578543394689,2077.5216819034945,343.6781103736415,-0.04145276591438718,0.015343324980452433,-0.41365248255260656,0,0
1753651916726,10121.302998005534,11292.655097667408,9101.165619613103,11341.615459757815,152.2282139168668,1753655516726,53.368603947656744,38.15910909237391,0.0,82.04969176115729,76.18877982720018,-45.81410837762828,24.787905067036444,6.497778267268997,10.63690412876826,1990.5983668789652,11705.284214574294,10342.64337240145,11023.963793487872,0.0,54.435447131545615,2089.599383977144,349.51000143410533,0.043831802934248154,0.05984765351159993,-1.1619621412138426,0,0
1753655516726,10302.775128271967,11545.427950211713,9623.137853747825,11054.620491211144,666.7088553964568,1753659116726,50.60544235716823,37.40433645887606,0.0,71.59393666968545,72.78090206930726,21.97107620349673,24.264506943427822,6.95773187043611,9.901390496053905,1985.7192047064595,11695.12415353701,10403.03219682978,11049.078175183395,0.0,47.776255691404344,2035.7996285983438,331.41459412124175,-0.02530459347391767,0.033028639495203294,0.4708486740804078,0,0
1753659116726,10532.470907883897,11133.416335523207,9356.067299119144,11401.63122948636,284.28828909545933,1753662716726,53.72518283033332,64.06849842941119,0.0,84.23617674758586,79.29326839280952,-22.84118907448054,24.11937441342252,6.50953972480228,10.231521536292657,1970.8356212562883,11711.647582468886,10398.387029047874,11055.01730575838,0.0,51.28943024843368,2004.1210523471186,336.8442246143321,0.031390560946990664,0.06545598796326435,-0.7265385745678166,0,0
1753662716726,10564.416587779748,11691.643401973319,9788.913962965868,11426.192986414626,585.7782709310476,1753666316726,53.9469000550969,86.18844071480089,0.0,85.13100677320858,80.32037339682664,159.18864933089597,22.979158631347076,8.087713976279327,9.5242042812159,1965.9708939528002,11723.713137552259,10394.389691521908,11059.051414537083,0.0,49.58257543147971,2019.9649258755587,340.96426963659457,0.0021542318317351317,0.06775122716784754,0.24225635163698958,0,0
1753666316726,10600.583196987136,11795.01153692847,9233.690448825364,10509.098181280777,586.7679078445913,1753669916726,45.23237703907726,29.378115420997347,40.65202407346372,51.69759715720798,73.6882602260008,-75.15201513532841,22.640744945396584,7.351010461471062,10.631214030937423,2008.4959078206791,11715.613435435062,10323.490997189987,11019.552216312524,0.0,48.894181123374715,2020.4568011502538,357.07187127286244,-0.08026249917398076,-0.017949154820728785,0.18423033413126155,0,0
1753669916726,10166.2553303497,11163.354449743156,9639.20182938996,10575.412175992788,445.72982090286916,1753673516726,45.91275096343685,-10.176186760039855,30.486381906763004,54.90132101553988,63.90997498198548,-99.02378232003208,22.32650366558541,6.945572753531961,10.044859940992254,1973.899958715859,11720.431435751749,10275.366310941778,10997.898873346763,0.0,48.86596162808892,1956.729080443876,370.6513838520653,0.006310150839596407,-0.011752265855494493,-0.3039398991068403,0,0
1753673516726,10379.737404821648,11104.313087351882,9235.682534575884,10750.358729570855,836.1186155450426,1753677116726,47.756660388641585,-27.09420628299995,18.970264268810414,61.370542558261725,55.98982024366986,-129.31273366464833,22.52942428000686,6.474120670574737,10.82881949614025,1966.3807154344402,11720.062779241547,10277.480656544114,10998.77171789283,0.0,50.28412944222675,1967.0549340241284,370.0145072481535,0.016542764543514776,0.004596083721120081,1.0867375197173732,0,0
1753677116726,10617.194227116966,11145.51548278736,9713.660283112155,11169.3154163635,264.967061555443,1753680716726,51.978742167125645,-6.619252760172458,13.85236086301384,76.86283759485363,64.37823372288507,24.538269926281686,22.635336185632436,6.283351265817802,10.254436426963585,1928.2003214516376,11698.312354904585,10281.629624948553,10989.970989926569,0.0,49.069858418060164,1941.455037341398,363.3714531769464,0.038971414566867146,0.043746614172067044,-0.9513291220794693,0,0
1753680716726,10969.818864633784,11877.127561898502,9873.67803456075,11388.272196511505,448.6325916177342,1753684316726,54.06796770747327,26.96444830524524,16.474778351460124,82.45570651818831,73.56302889043455,190.07686770982764,21.404884116257755,8.520991361207733,9.495504946258311,1933.5752647292175,11720.497708070216,10275.555210460061,10998.026459265138,0.0,55.622360922510204,1916.0495882579073,370.61993063896824,0.01960341990407244,0.06420761732313607,-0.3896067148358699,0,0
1753684316726,10727.63113769969,11528.189261756355,9126.80179912676,10959.941951293962,537.6921285909715,1753687916726,49.52843233852691,18.80038315902857,16.939899312973814,66.95971956123297,75.42608789142497,-41.49890046518143,21.218856142021018,7.777932125848412,11.379652354919207,1966.9904217221015,11659.688707082756,10284.282289138033,10971.985498110394,0.0,53.00428008498122,1913.4353757931483,352.78430253256766,-0.03761152155712877,0.024181149582926276,-0.08342278232349841,0,0
1753687916726,10922.603757093957,11467.260996007502,9866.595688595504,11106.973116274265,663.6247207672997,1753691516726,51.04778654374209,23.918768263310994,18.335673103041252,72.25630388181104,73.8905766537441,77.33425771874353,21.04611588022976,7.319735709206808,10.70927932423627,1940.8243421285229,11668.741821689975,10320.35722638265,10994.549524036313,0.0,46.60109278811825,1901.2199419404492,345.8533512676043,0.013415323332341522,0.03792087085547058,0.42881144632403395,0,0
1753691516726,10762.212058314177,11106.711819102355,9593.575254414298,10688.499852795561,783.9718505055895,1753695116726,46.73554980717782,-5.726162069395286,13.523306068553945,57.18141192799045,65.46581179034482,-75.6110624673511,21.214116522050322,6.905524833167975,11.12412475716556,1910.2938792521975,11670.035291704131,10315.347283342842,10992.691287523487,0.0,51.57229211045003,1883.3057206862115,347.47014260200814,-0.037676625224341675,-0.0011844848082732673,0.8403857069331037,0,0
1753695116726,10591.7169688924,11649.556006756962,9127.110490867024,11304.966833881685,394.80728287825605,1753698716726,53.03019460044776,20.289861512355856,14.876617157314328,79.38874019483971,69.60881866821374,26.08519594928405,20.417041078785036,8.253139352969612,10.098397447201465,1954.018996154893,11699.84468224975,10344.854761197239,11022.349721723494,0.0,49.69790827591194,1924.0129269770885,347.5475815733625,0.05767572527260567,0.056422924443940925,-0.5919988810914235,0,0
1753698716726,10192.023369136345,11867.99959189509,9427.541855359712,11467.32811135347,646.046944096596,1753702316726,54.55351548649765,53.3934592563528,22.579985577122024,85.23756956813136,73.9359072303205,126.91875999192979,19.32502373238585,8.314301680769953,9.213254681077812,1988.764620467785,11726.570650637415,10335.607627182788,11031.089138910102,0.0,56.3987408655336,1975.8300658929886,356.7744876538404,0.014361941955033375,0.07159520916477136,0.4915204207853546,0,0
1753702316726,10666.685651892512,11828.185869323454,9160.860293485099,10768.598932914598,150.61095306851914,1753705916726,47.42511442304715,22.98177420303182,22.660343302303982,59.694642576930825,74.7736507799673,-26.50752915646968,18.68764015996783,7.53674167145398,9.286652920624485,2037.2332601371115,11723.443864959201,10346.903576507448,11035.173720733324,0.0,44.18402395380746,2009.8183585918493,353.07513418113825,-0.0609321693470235,0.006300588408484353,-1.4308768743930516,0,0
1753705916726,10623.379565959907,11626.0547089808,9700.34788886657,10994.825951600546,932.6481005424786,1753709516726,49.71608112652823,16.93965464955909,21.516205571755005,67.92010523841421,70.95077246115879,54.50119977685564,18.09578398557967,7.025875209943805,8.657171412083233,2029.2670858497627,11711.033754953454,10402.13029869092,11056.582026822187,0.0,49.38552023711405,2010.0624102811594,335.72665277369913,0.02100802714403982,0.027440978484833067,1.6062126644729797,0,0
1753709516726,10602.469170457267,11075.278716651674,9758.86813441795,10586.116110506373,383.05880642100357,1753713116726,45.830546503462884,-20.590878246279317,13.094788808148142,53.059689551427354,60.2248124555908,-84.60232326404638,17.546203252219232,6.691940390175925,8.24570225147217,1978.348764162903,11663.018147191064,10358.901436845385,11010.959792018224,0.0,41.724287481689046,1977.1382349832782,334.4988783517928,-0.03717292505523251,-0.010752008007058333,-0.4786961010162386,0,0
1753713116726,10489.785867988241,11112.397027176014,9105.7965202728,11059.136656462968,729.5214219764384,1753716716726,50.63881857945981,-12.026655302079234,8.070499986102668,70.48382552826715,63.82120677270291,-94.89604024999377,17.965747127985207,6.207611847842105,10.004446275396916,1980.366745787211,11650.47459437714,10424.876934161091,11037.675764269115,0.0,46.58591526633667,1984.5575969758327,314.35916693697055,0.044683105779194765,0.0334506646610182,0.7708335444953227,0,0
1753716716726,10528.656603989275,11049.308987109825,9506.139852694645,11002.783441846681,20.341081882177647,1753720316726,50.06862331812395,-9.67515125191494,4.521369738499146,68.45039055532975,63.997968545008085,-54.092966715722405,18.355323584053615,5.854454104384589,9.435282520032715,1949.8403213572903,11618.50668324717,10423.598783459847,11021.052733353508,0.0,55.46731714188191,1912.5344338090622,306.4874094793326,-0.005095625125796199,0.02818458748790076,-1.933861012542931,0,0
1753720316726,10334.442527118104,11257.47921649247,9814.625056025918,10644.436484155078,205.187142904807,1753723916726,46.48423205927443,-36.30862873500155,-3.6446299562009927,55.51989065080043,64.81803557813244,-28.573843544955146,18.26769539490595,6.316177097361302,8.927131646325414,1913.627024150809,11626.43420030119,10393.578230666268,11010.006215483729,0.0,50.71796967633548,1906.7274009600162,316.22088402109586,-0.032568754950561773,-0.005302104385937145,-1.110751598529197,0,0
1753723916726,10519.312692642303,11135.661467160378,9936.163041550997,10942.066213118074,487.082544323578,1753727516726,49.70480769324231,-33.01899734453036,-9.519503433866866,66.2594856141074,63.40992227341254,12.607819213614546,18.186326362125975,6.0256391796239575,8.516492394146418,1862.617838540707,11587.78898524141,10392.268521062071,10990.02875315174,11003.244143411872,51.94445553653398,1858.9322490195434,306.6445289306989,0.027961060165659024,0.02251070331998206,-0.0649131718304016,0,1
1753727516726,10197.555905678479,11260.048040252434,9513.51786674177,10834.104652086564,878.2524677323465,1753731116726,48.56314945433874,-38.67768420243374,-15.351139587580242,62.36382827797845,61.3810681809621,-42.61210315893686,18.745120403359987,5.620256010109026,9.571563685223364,1854.3258624671325,11579.718425661289,10378.287496729732,10979.00296119551,11005.902731807822,46.37107644161197,1881.4090328649338,308.16053115233376,-0.009866652141263699,0.01242194589960488,1.447079617856883,0,1
1753731116726,10805.174397360377,11385.058055718962,9950.279223611407,11021.83087530519,527.2551499506772,1753734716726,50.68426205627342,-27.6950457380226,-17.819920817668716,69.36616553348011,65.99649314185534,61.07549642627358,18.966899795482785,5.7939837524451505,9.03387579195828,1824.3582174414482,11529.276065049467,10390.74982192344,10960.012943486454,11014.738081263347,46.00597352385416,1840.789697491348,292.02581968203594,0.017327340767607557,0.02996452595681176,0.007509618868146007,0,1
1753734716726,10185.776954698707,11942.982784071135,9535.688970456029,11085.654335428799,929.870482293879,1753738316726,51.417773436107424,-13.683471253332755,-16.992630904801526,69.78244045582781,67.1708114224288,96.20362735705825,17.981077237766005,7.395759106708113,8.201412933782304,1865.9964743109954,11474.580989499274,10411.39103237505,10942.986010937162,11016.962104375032,51.48847430089808,1841.211579704599,272.70247004094966,0.005790640488469778,0.03592868024250495,1.4761823388261708,0,1
1753738316726,10084.966289889466,11610.376059781693,9394.190494599909,10508.49557860721,483.79689658279636,1753741916726,44.91220401968489,-48.59095935219739,-23.3122965942807,49.43979449754282,62.8628001622836,-56.37355266963315,17.309870511259454,6.776649582433998,8.049339638614175,1891.0099808017658,11474.649284010276,10411.26247759669,10942.955880803484,11016.932631252486,43.568890178194984,1885.1773124024407,272.7529608183265,-0.0520635714733626,-0.018005466642606938,-0.20448238689858783,0,1
1753741916726,10436.246026357157,11834.973785682962,9848.203128552896,11261.005982949555,490.4490967359499,1753745516726,53.2224101058878,-15.357067808590728,-21.721250837142705,75.96291756296004,65.06171750544357,132.4227029599018,16.236399281383136,7.115233197134338,7.447447748285696,1897.85002911093,11498.014780450309,10456.456361852333,10977.235571151321,11030.457427822952,55.73995631650829,1918.9896549217337,267.1540974783926,0.07160971793852933,0.052314884908293724,-0.18810831548800358,0,1
1753745516726,10658.307439506061,11710.351500712331,9492.982710458089,11213.01429186174,119.74678850053189,1753749116726,52.67663633489251,7.0274937163885625,-15.971501926436451,74.2713934039658,66.5580351548229,53.50567735947618,15.867599829444842,6.52849273202044,8.15435482925734,1920.6727977640237,11519.881759991476,10480.854938540258,11000.368349265867,11028.565196268926,48.95947149016172,1897.1984602334694,266.50475651119916,-0.004261758777189151,0.04783017271116896,-1.4330790461468286,0,1
1753749116726,10437.716824933541,11112.503130526631,9471.902510564523,10866.286386206522,802.6562441522198,1753752716726,48.784339286308445,-3.1740359526775137,-13.412008731684663,62.05055651076058,70.76162249256215,-77.54308738225161,15.561457910700028,6.102925319245876,7.701726685928826,1907.8470108735378,11501.80463499146,10468.629160524577,10985.216897758019,11020.461457095866,43.4710772316909,1847.2451777164583,265.0039176770824,-0.030921917749348493,0.015429254295308503,1.0078283302794016,0,1
1753752716726,10276.75413195131,11735.920406373949,9490.31248940983,10552.935935568818,246.9654124670625,1753756316726,45.511425321321205,-36.12713319780232,-17.955033624908197,51.006147666830785,62.4426991938524,-26.029528126081573,14.850343403889227,7.901123815376564,7.062296213165661,1931.972789880008,11458.005888152162,10428.894281269604,10943.450084710883,11003.217399399144,47.44325943688097,1817.12248779687,263.9615576352679,-0.028836940192876415,-0.01385261838090246,-0.9892325300595215,0,1
1753756316726,10558.171183890441,11275.098881559124,9846.785001869745,11254.93253978505,899.612489372315,1753759916726,53.10234897373214,-5.533652546986559,-15.47075740932387,75.74885184432885,62.93518534064009,58.930980413751435,14.190022790422052,7.4759689766084865,6.682278195729017,1895.99715343782,11490.409486284803,10425.989741986072,10958.199614135438,11001.22574147663,52.771037234929004,1781.5944206236666,273.0179037956286,0.06652145038141888,0.0517473357342384,1.246814666809076,0,1
1753759916726,10347.0023354122,11639.107846994706,9831.941541688053,11455.175160478133,910.8242203303961,1753763516726,55.026979735175296,34.47243055434774,-5.482119816589548,82.80664086749312,69.85388012621759,131.18039100220733,14.213734248421703,8.341230027104697,6.225807311676983,1889.6520928570224,11547.453339307503,10403.766093383758,10975.60971634563,11006.665733421396,59.6888520631609,1816.6484008431612,293.3495889684136,0.017791543395328624,0.07045954409887534,1.1985594650413378,0,1
1753763516726,10932.867690126634,11340.961973642989,9403.519992440211,10740.151596022015,943.3101118741497,1753767116726,47.526624693621855,8.384462821808484,-2.708803288909942,52.807798696744335,70.45443046952211,-77.04252738416822,13.361119451068108,7.698285540950711,7.355491897512881,1901.2237410842297,11545.272668739339,10411.111938274566,10978.192303506952,11010.422108195824,46.62581292891109,1819.8665909242118,290.90608931048536,-0.06241926067818182,0.003642250770319988,1.2449941719409314,0,1
1753767116726,10922.645139603572,11997.67226326466,9333.299859870525,10823.524613737038,520.23048910309,1753770716726,48.40963264777512,-5.499538550597208,-3.2669503412473953,55.93154890690657,63.84866282371468,19.294192985221027,13.616599806487054,9.34764608220654,6.63972931027773,1955.7343598206514,11504.293233124345,10403.947151875096,10954.12019249972,11001.235628110831,48.114598273853964,1899.2505623260554,282.23281479086535,0.00776274123969567,0.01143326586027582,-0.14735519845404904,0,1
1753770716726,10502.371819972095,11263.551479496778,9491.928024039129,10683.812889481815,677.0937847836443,1753774316726,46.98285265113644,-27.459739412010094,-8.105508155399935,50.68784783579336,53.14239847981477,-76.43336815110695,13.85383156509036,8.738717773731672,6.20720125967742,1942.58358093758,11423.361728141035,10406.527134671242,10914.944431406138,10988.001669683654,50.43411718018019,1922.7340833968483,260.8125701378292,-0.012908154158757457,-0.001622470656744146,0.3590145106034286,0,1
1753774316726,10327.883994018259,11279.13047077427,9572.77250973711,11076.93612334484,778.5158800616636,1753777916726,51.32965774812598,-12.991835511940735,-9.082773626708097,65.44266339244103,57.35402004504701,-5.089343245528562,14.098506420488759,8.243409329283056,5.814332774128415,1925.7103223732645,11438.792495767482,10421.93008608782,10930.36129092765,10983.558749235111,51.45625167089636,1958.9383359274038,260.8197048451196,0.036796154886805876,0.035113983548476835,0.6131726072997411,0,1
1753777916726,10737.132413956639,11930.672255562398,9238.337210627997,10654.841394647456,131.0146186504656,1753781516726,46.8848569052542,-35.179902432053495,-14.302199387777177,51.33498313899678,55.82183145574374,-17.84166595241916,15.248723029187257,9.792832110204946,5.249742946526383,1980.4692311276315,11434.608165434087,10392.115960725905,10913.362063079996,10976.485996421901,48.18737577031075,2026.4958267433851,267.39360856202967,-0.0381057292375111,-0.004329789638582993,-1.4218651776252358,0,1
1753781516726,10036.712943483066,11024.644404636323,9793.955084715592,10856.19394346138,600.9571949974973,1753785116726,49.147061487277824,-36.100493390780684,-18.66185818837788,58.632123391012314,58.46992330748339,-44.26602851653038,16.316781308693006,9.346079943817232,5.010247976333311,1926.9135231842815,11427.0696481825,10426.662261272992,10926.865954727746,10978.951838518142,48.32976125667162,2011.918004444326,256.59908055880777,0.018897751862836376,0.014486138934045156,0.10688932714421658,0,1
1753785116726,10474.76900604365,11696.688987873196,9486.482765732422,11197.013013934264,34.297901303311676,1753788716726,52.81066775465288,-9.222506401740247,-16.773987831050356,70.9836161953101,60.31690757510642,61.1603680033796,18.09353668600215,11.053621125629538,4.604024487405793,1947.1487159668884,11444.749415410597,10422.770129792023,10933.75977260131,10975.985499283051,51.06350092773143,1997.840319339017,262.13215583102664,0.031393974006715064,0.04633489040991323,-1.5730126530476458,0,1
1753788716726,10336.323394270334,11725.326390735878,9334.04554841996,11060.11598300935,497.5660833887259,1753792316726,51.21463554670034,1.0202844293035014,-13.215133378979585,66.02238356811961,65.21270771814736,14.546565458697373,19.369862503529184,10.09953082596344,4.75686071957483,1978.8724392775334,11449.771476469228,10423.481322849664,10936.626399659446,10972.644562748435,55.75178016935608,2010.347124848598,263.23787014295533,-0.012226209861018411,0.03354218045485591,-0.20612143551261722,0,1
