timestamp,open,high,low,close,volume,ma_20,ma_50,rsi_14,macd,macd_signal,atr_14,volatility_20,returns,cum_return,volume_zscore,bullish_cross,bearish_cross,rsi,stoch_k,stoch_d,cci,adx,plus_di,minus_di,atr,bb_upper,bb_lower
2024-01-01 14:00:00,100.9,102.4,100.4,101.4,100,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.000987166831194486,0.013999999999999568,0.0,0,0,100.0,69.6969696969698,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
2024-01-01 15:00:00,101.0,102.5,100.5,101.5,100,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0009861932938854956,0.014999999999999458,0.0,0,0,100.0,69.69696969696967,69.69696969696972,0.0,0.0,4.999999999999999,0.0,2.0,0.0,0.0
2024-01-01 16:00:00,101.1,102.6,100.6,101.6,100,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0009852216748766907,0.015999999999999348,0.0,0,0,100.0,69.69696969696967,69.69696969696973,0.0,0.0,4.999999999999979,0.0,2.0,0.0,0.0
2024-01-01 17:00:00,101.2,102.7,100.7,101.7,100,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.0009842519685039353,0.016999999999999238,0.0,0,0,100.0,69.69696969696967,69.69696969696967,0.0,0.0,5.000000000000011,0.0,2.0,0.0,0.0
2024-01-01 18:00:00,101.3,102.8,100.8,101.8,100,0.0,0.0,100.0,0.0,0.0,2.0,0.0,0.000983284169124854,0.017999999999999128,0.0,0,0,100.0,69.69696969696967,69.69696969696967,0.0,0.0,4.999999999999989,0.0,2.0,0.0,0.0
2024-01-01 19:00:00,101.4,102.9,100.9,101.9,100,100.95,0.0,100.0,0.0,0.0,2.0,0.5916079783099931,0.0009823182711199419,0.01899999999999924,0.0,0,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,0.0,5.00000000000002,0.0,2.0,102.10325625946714,99.79674374053286
2024-01-01 20:00:00,101.5,103.0,101.0,102.0,100,101.05,0.0,100.0,0.0,0.0,2.0,0.591607978310003,0.0009813542688910104,0.01999999999999913,0.0,0,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,0.0,4.999999999999999,0.0,2.0,102.20325625946715,99.89674374053284
2024-01-01 21:00:00,101.6,103.1,101.1,102.1,100,101.15,0.0,100.0,0.0,0.0,2.0,0.5916079783100128,0.0009803921568627416,0.02099999999999902,0.0,0,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,0.0,4.999999999999979,0.0,2.0,102.30325625946719,99.99674374053282
2024-01-01 22:00:00,101.7,103.2,101.2,102.2,100,101.25,0.0,100.0,0.0,0.0,2.0,0.5916079783100252,0.0009794319294809117,0.02199999999999913,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,0.0,5.000000000000011,0.0,2.0,102.4032562594672,100.0967437405328
2024-01-01 23:00:00,101.8,103.3,101.3,102.3,100,101.35,0.0,100.0,0.0,0.0,2.0,0.5916079783100375,0.0009784735812132794,0.02299999999999902,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,0.0,4.999999999999989,0.0,2.0,102.50325625946722,100.19674374053277
2024-01-02 00:00:00,101.9,103.4,101.4,102.4,100,101.45,0.0,100.0,0.0,0.0,2.0,0.5916079783100516,0.0009775171065493637,0.02399999999999891,0.0,0,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,0.0,5.00000000000002,0.0,2.0,102.60325625946726,100.29674374053275
2024-01-02 01:00:00,102.0,103.5,101.5,102.5,100,101.55,0.0,100.0,0.5259225480173342,0.0,2.0,0.591607978310064,0.0009765625,0.0249999999999988,0.0,0,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,0.0,4.999999999999999,0.0,2.0,102.70325625946728,100.39674374053271
2024-01-02 02:00:00,102.1,103.6,101.6,102.6,100,101.65,0.0,100.0,0.538143504527639,0.0,2.0,0.5916079783100763,0.0009756097560975618,0.02599999999999869,0.0,0,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,0.0,4.999999999999979,0.0,2.0,102.8032562594673,100.49674374053271
2024-01-02 03:00:00,102.2,103.7,101.7,102.7,100,101.75,0.0,100.0,0.5495628464712894,0.0,2.0,0.591607978310091,0.0009746588693957392,0.026999999999998803,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,102.90325625946733,100.59674374053267
2024-01-02 04:00:00,102.3,103.8,101.8,102.8,100,101.85,0.0,100.0,0.5602240078633685,0.0,2.0,0.5916079783101058,0.0009737098344693162,0.027999999999998693,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,103.00325625946735,100.69674374053264
2024-01-02 05:00:00,102.4,103.9,101.9,102.9,100,101.95,0.0,100.0,0.5701696584370666,0.0,2.0,0.5916079783101225,0.0009727626459143934,0.028999999999998582,0.0,0,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,103.1032562594674,100.7967437405326
2024-01-02 06:00:00,102.5,104.0,102.0,103.0,100,102.05,0.0,100.0,0.5794413828644736,0.0,2.0,0.5916079783101366,0.0009718172983479434,0.029999999999998694,0.0,0,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,103.20325625946742,100.89674374053257
2024-01-02 07:00:00,102.6,104.1,102.1,103.1,100,102.15,0.0,100.0,0.5880794417991666,0.0,2.0,0.5916079783101489,0.000970873786407811,0.030999999999998806,0.0,0,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,103.30325625946745,100.99674374053257
2024-01-02 08:00:00,102.7,104.2,102.2,103.2,100,102.25,0.0,100.0,0.5961225997474315,0.0,2.0,0.5916079783101637,0.0009699321047527132,0.03199999999999892,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,103.40325625946747,101.09674374053253
2024-01-02 09:00:00,102.8,104.3,102.3,103.3,100,102.35,0.0,100.0,0.6036080072596519,0.5737527795404219,2.0,0.5916079783101784,0.0009689922480620172,0.03299999999999881,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,103.50325625946749,101.1967437405325
2024-01-02 10:00:00,102.9,104.4,102.4,103.4,100,102.45,0.0,100.0,0.6105711270226806,0.5811164490368737,2.0,0.5916079783101951,0.0009680542110359625,0.03399999999999892,0.0,0,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,103.60325625946754,101.29674374053246
2024-01-02 11:00:00,103.0,104.5,102.5,103.5,100,102.55,0.0,100.0,0.617045695190015,0.5883022982675019,2.0,0.5916079783102092,0.0009671179883945502,0.03499999999999881,0.0,0,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,103.70325625946757,101.39674374053243
2024-01-02 12:00:00,103.1,104.6,102.6,103.6,100,102.65,0.0,100.0,0.6230637107605617,0.5952545807661139,2.0,0.5916079783102215,0.0009661835748790981,0.0359999999999987,0.0,0,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,103.80325625946759,101.49674374053242
2024-01-02 13:00:00,103.2,104.7,102.7,103.7,100,102.75,0.0,100.0,0.6286554470536032,0.6019347540236117,2.0,0.5916079783102363,0.0009652509652511299,0.03699999999999881,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,103.90325625946761,101.59674374053239
2024-01-02 14:00:00,103.3,104.8,102.8,103.8,100,102.85,0.0,100.0,0.6338494803651997,0.6083176992919294,2.0,0.591607978310251,0.0009643201542912649,0.037999999999998924,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,104.00325625946763,101.69674374053236
2024-01-02 15:00:00,103.4,104.9,102.9,103.9,100,102.95,0.0,100.0,0.6386727317590015,0.6143887057853439,2.0,0.5916079783102677,0.0009633911368016612,0.038999999999999035,0.0,0,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,104.10325625946768,101.79674374053232
2024-01-02 16:00:00,103.5,105.0,103.0,104.0,100,103.05,0.0,100.0,0.6431505186714332,0.6201410683625618,2.0,0.5916079783102818,0.0009624639076033503,0.039999999999998925,0.0,0,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,104.20325625946771,101.89674374053229
2024-01-02 17:00:00,103.6,105.1,103.1,104.1,100,103.15,0.0,100.0,0.647306613617971,0.6255741774136436,2.0,0.5916079783102941,0.0009615384615384581,0.040999999999998815,0.0,0,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,104.30325625946773,101.99674374053228
2024-01-02 18:00:00,103.7,105.2,103.2,104.2,100,103.25,0.0,100.0,0.6511633077940928,0.6306920034897334,2.0,0.5916079783103089,0.0009606147934679843,0.04199999999999893,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,104.40325625946775,102.09674374053225
2024-01-02 19:00:00,103.8,105.3,103.3,104.3,100,103.35,0.0,100.0,0.6547414777863025,0.6355018983490472,2.0,0.5916079783103236,0.0009596928982724684,0.04299999999999882,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,104.50325625946778,102.19674374053221
2024-01-02 20:00:00,103.9,105.4,103.4,104.4,100,103.45,0.0,100.0,0.6580606539592679,0.6400136494710914,2.0,0.5916079783103403,0.0009587727708533222,0.04399999999999893,0.0,0,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,104.60325625946783,102.29674374053218
2024-01-02 21:00:00,104.0,105.5,103.5,104.5,100,103.55,0.0,100.0,0.6611390893773006,0.6442387374523333,2.0,0.5916079783103544,0.0009578544061301653,0.04499999999999882,0.0,0,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,104.70325625946785,102.39674374053214
2024-01-02 22:00:00,104.1,105.6,103.6,104.6,100,103.65,0.0,100.0,0.6639938283586417,0.6481897556335949,2.0,0.5916079783103667,0.000956937799043045,0.04599999999999871,0.0,0,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,104.80325625946787,102.49674374053214
2024-01-02 23:00:00,104.2,105.7,103.7,104.7,100,103.75,0.0,100.0,0.6666407739609923,0.6518799592990745,2.0,0.5916079783103815,0.0009560229445506607,0.0469999999999986,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,104.9032562594679,102.5967437405321
2024-01-03 00:00:00,104.3,105.8,103.8,104.8,100,103.85,0.0,100.0,0.6690947538607332,0.6553229182114063,2.0,0.5916079783103964,0.0009551098376312517,0.04799999999999849,0.0,0,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,105.00325625946792,102.69674374053207
2024-01-03 01:00:00,104.4,105.9,103.9,104.9,100,103.95,102.45,100.0,0.6713695842225036,0.6585322514136258,2.0,0.5916079783104129,0.000954198473282597,0.0489999999999986,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,105.10325625946797,102.79674374053204
2024-01-03 02:00:00,104.5,106.0,104.0,105.0,100,104.05,102.55,100.0,0.6734781312669611,0.661521427384293,2.0,0.591607978310427,0.0009532888465204614,0.04999999999999849,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,105.20325625946798,102.89674374053202
2024-01-03 03:00:00,104.6,106.1,104.1,105.1,100,104.15,102.65,100.0,0.6754323703329277,0.66430361597402,2.0,0.5916079783104393,0.0009523809523808158,0.05099999999999838,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,105.30325625946801,102.996743740532
2024-01-03 04:00:00,104.7,106.2,104.2,105.2,100,104.25,102.75,100.0,0.677243442303876,0.6668915812399911,2.0,0.5916079783104541,0.0009514747859182826,0.05199999999999849,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,105.40325625946804,103.09674374053196
2024-01-03 05:00:00,104.8,106.3,104.3,105.3,100,104.35,102.85,100.0,0.6789217073261113,0.6692976064572151,2.0,0.5916079783104689,0.000950570342205248,0.05299999999999838,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,105.50325625946806,103.19674374053193
2024-01-03 06:00:00,104.9,106.4,104.4,105.4,100,104.45,102.95,100.0,0.6804767957927993,0.671533444324332,2.0,0.5916079783104855,0.0009496676163343043,0.053999999999998494,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,105.6032562594681,103.29674374053191
2024-01-03 07:00:00,105.0,106.5,104.5,105.5,100,104.55,103.05,100.0,0.6819176566052505,0.6736102867805157,2.0,0.5916079783104996,0.000948766603415585,0.054999999999998606,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,105.70325625946812,103.39674374053187
2024-01-03 08:00:00,105.1,106.6,104.6,105.6,100,104.65,103.15,100.0,0.6832526027505565,0.6755387499745239,2.0,0.5916079783105119,0.0009478672985780978,0.055999999999998495,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,105.80325625946816,103.49674374053185
2024-01-03 09:00:00,105.2,106.7,104.7,105.7,100,104.75,103.25,100.0,0.6844893542575647,0.6773288708311321,2.0,0.5916079783105267,0.0009469696969697239,0.05699999999999861,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,105.90325625946818,103.59674374053182
2024-01-03 10:00:00,105.3,106.8,104.8,105.8,100,104.85,103.35,100.0,0.6856350786091099,0.6789901123867277,2.0,0.5916079783105415,0.0009460737937558861,0.0579999999999985,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,106.0032562594682,103.69674374053179
2024-01-03 11:00:00,105.4,106.9,104.9,105.9,100,104.95,103.45,100.0,0.6866964287009552,0.6805313756495732,2.0,0.5916079783105581,0.000945179584121103,0.05899999999999861,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,106.10325625946824,103.79674374053177
2024-01-03 12:00:00,105.5,107.0,105.0,106.0,100,105.05,103.55,100.0,0.687679578445838,0.6819610162088263,2.0,0.5916079783105722,0.0009442870632672129,0.0599999999999985,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,106.20325625946826,103.89674374053173
2024-01-03 13:00:00,105.6,107.1,105.1,106.1,100,105.15,103.65,100.0,0.6885902561269148,0.683286864192444,2.0,0.5916079783105845,0.0009433962264151496,0.06099999999999861,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,106.3032562594683,103.99674374053171
2024-01-03 14:00:00,105.7,107.2,105.2,106.2,100,105.25,103.75,100.0,0.6894337756078102,0.6845162464755172,2.0,0.5916079783105993,0.0009425070688031667,0.06199999999999872,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,106.40325625946832,104.09674374053168
2024-01-03 15:00:00,105.8,107.3,105.3,106.3,100,105.35,103.85,100.0,0.6902150655075587,0.6856560102819256,2.0,0.5916079783106142,0.0009416195856872811,0.06299999999999861,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,106.50325625946834,104.19674374053164
2024-01-03 16:00:00,105.9,107.4,105.4,106.4,100,105.45,103.95,100.0,0.6909386964488675,0.686712547515314,2.0,0.5916079783106307,0.0009407337723426057,0.06399999999999872,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,106.60325625946838,104.29674374053162
2024-01-03 17:00:00,106.0,107.5,105.5,106.5,100,105.55,104.05,100.0,0.6916089064860955,0.6876918193094703,2.0,0.5916079783106448,0.0009398496240600185,0.06499999999999861,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,106.7032562594684,104.39674374053159
2024-01-03 18:00:00,106.1,107.6,105.6,106.6,100,105.65,104.15,100.0,0.6922296248174149,0.6885993804110593,2.0,0.5916079783106573,0.0009389671361501595,0.0659999999999985,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,106.80325625946844,104.49674374053157
2024-01-03 19:00:00,106.2,107.7,105.7,106.7,100,105.75,104.25,100.0,0.6928044938824911,0.6894404031053457,2.0,0.591607978310672,0.0009380863039401,0.06699999999999862,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,106.90325625946846,104.59674374053154
2024-01-03 20:00:00,106.3,107.8,105.8,106.8,100,105.85,104.35,100.0,0.6933368899433674,0.69021970047295,2.0,0.5916079783106868,0.0009372071227740086,0.0679999999999985,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,107.00325625946849,104.6967437405315
2024-01-03 21:00:00,106.4,107.9,105.9,106.9,100,105.95,104.45,100.0,0.6938299422424166,0.6909417488268433,2.0,0.5916079783107033,0.0009363295880151501,0.06899999999999862,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,107.10325625946852,104.79674374053148
2024-01-03 22:00:00,106.5,108.0,106.0,107.0,100,106.05,104.55,100.0,0.6942865508272291,0.6916107092269206,2.0,0.5916079783107175,0.00093545369504211,0.06999999999999873,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,107.20325625946855,104.89674374053145
2024-01-03 23:00:00,106.6,108.1,106.1,107.1,100,106.15,104.65,100.0,0.6947094031278311,0.6922304480071028,2.0,0.5916079783107299,0.0009345794392523477,0.07099999999999884,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,107.30325625946858,104.99674374053143
2024-01-04 00:00:00,106.7,108.2,106.2,107.2,100,106.25,104.75,100.0,0.695100989367603,0.6928045562792028,2.0,0.5916079783107446,0.0009337068160597539,0.07199999999999873,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,107.4032562594686,105.0967437405314
2024-01-04 01:00:00,106.8,108.3,106.3,107.3,100,106.35,104.85,100.0,0.6954636168845951,0.6933363684002812,2.0,0.5916079783107594,0.000932835820895539,0.07299999999999884,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,107.50325625946863,105.19674374053136
2024-01-04 02:00:00,106.9,108.4,106.4,107.4,100,106.45,104.95,100.0,0.6957994234362701,0.693828979407479,2.0,0.5916079783107759,0.0009319664492080104,0.07399999999999896,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,107.60325625946867,105.29674374053134
2024-01-04 03:00:00,107.0,108.5,106.5,107.5,100,106.55,105.05,100.0,0.6961103895558125,0.6942852614371458,2.0,0.5916079783107902,0.0009310986964616852,0.07499999999999885,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,107.70325625946869,105.3967437405313
2024-01-04 04:00:00,107.1,108.6,106.6,107.6,100,106.65,105.15,100.0,0.6963983500249071,0.694707879154698,2.0,0.5916079783108024,0.0009302325581395099,0.07599999999999874,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,107.80325625946872,105.49674374053129
2024-01-04 05:00:00,107.2,108.7,106.7,107.7,100,106.75,105.25,100.0,0.6966650045232115,0.6950993042284007,2.0,0.5916079783108171,0.0009293680297397522,0.07699999999999863,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,107.90325625946875,105.59674374053125
2024-01-04 06:00:00,107.3,108.8,106.8,107.8,100,106.85,105.35,100.0,0.6969119275116498,0.6954618288850506,2.0,0.591607978310832,0.0009285051067779992,0.07799999999999851,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,108.00325625946877,105.69674374053122
2024-01-04 07:00:00,107.4,108.9,106.9,107.9,100,106.95,105.45,100.0,0.6971405774027346,0.6957975785885874,2.0,0.5916079783108485,0.0009276437847867136,0.07899999999999863,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,108.10325625946881,105.7967437405312
2024-01-04 08:00:00,107.5,109.0,107.0,108.0,100,107.05,105.55,100.0,0.6973523050677954,0.696108523884429,2.0,0.5916079783108626,0.000926784059314123,0.07999999999999852,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,108.20325625946883,105.89674374053116
2024-01-04 09:00:00,107.6,109.1,107.1,108.1,100,107.15,105.65,100.0,0.6975483617276836,0.69639649145308,2.0,0.5916079783108751,0.0009259259259257746,0.0809999999999984,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,108.30325625946887,105.99674374053114
2024-01-04 10:00:00,107.7,109.2,107.2,108.2,100,107.25,105.75,100.0,0.6977299062705953,0.6966631744165831,2.0,0.5916079783108898,0.0009250693802036469,0.08199999999999852,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,108.40325625946889,106.09674374053111
2024-01-04 11:00:00,107.8,109.3,107.3,108.3,100,107.35,105.85,100.0,0.6978980120375979,0.6969101419407862,2.0,0.5916079783109046,0.0009242144177448175,0.08299999999999841,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,4.999999999999989,0.0,2.0,108.50325625946891,106.19674374053108
2024-01-04 12:00:00,107.9,109.4,107.4,108.4,100,107.45,105.95,100.0,0.6980536731138756,0.6971388481754042,2.0,0.5916079783109212,0.0009233610341643494,0.0839999999999983,0.0,1,0,100.0,69.6969696969698,69.6969696969697,126.66666666666895,100.0,5.00000000000002,0.0,2.0,108.60325625946895,106.29674374053106
2024-01-04 13:00:00,108.0,109.5,107.5,108.5,100,107.55,106.05,100.0,0.6981978101609343,0.6973506405725102,2.0,0.5916079783109354,0.0009225092250921829,0.08499999999999819,0.0,1,0,100.0,69.69696969696967,69.69696969696972,126.66666666666706,100.0,4.999999999999999,0.0,2.0,108.70325625946897,106.39674374053102
2024-01-04 14:00:00,108.1,109.6,107.6,108.6,100,107.65,106.15,100.0,0.6983312758227669,0.6975467676225615,2.0,0.5916079783109477,0.0009216589861751334,0.0859999999999983,0.0,1,0,100.0,69.69696969696967,69.69696969696973,126.66666666666326,100.0,4.999999999999979,0.0,2.0,108.80325625946901,106.496743740531
2024-01-04 15:00:00,108.2,109.7,107.7,108.7,100,107.75,106.25,100.0,0.6984548597364864,0.6977283860453465,2.0,0.5916079783109625,0.0009208103130755596,0.08699999999999841,0.0,1,0,100.0,69.69696969696967,69.69696969696967,126.66666666666706,100.0,5.000000000000011,0.0,2.0,108.90325625946903,106.59674374053097
